effect_bundle_key	effect_key	effect_scope	value	advancement_stage
derpy_ic_office_muster	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-8.0	start_turn_completed
derpy_ic_vacant_muster	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	4.0	start_turn_completed
derpy_ic_office_banners	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own	10.0	start_turn_completed
derpy_ic_vacant_banners	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own	-5.0	start_turn_completed
derpy_ic_control_grip	wh_main_effect_public_order_faction	faction_to_province_own	6.0	start_turn_completed
derpy_ic_control_grip	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	12.0	start_turn_completed
derpy_ic_control_grip	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own	-15.0	start_turn_completed
derpy_ic_control_grip	wh_main_effect_province_growth_events	faction_to_province_own	2.0	start_turn_completed
derpy_ic_control_mastery	wh_main_effect_public_order_faction	faction_to_province_own	4.0	start_turn_completed
derpy_ic_control_mastery	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	8.0	start_turn_completed
derpy_ic_control_mastery	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own	-10.0	start_turn_completed
derpy_ic_control_command	wh_main_effect_public_order_faction	faction_to_province_own	2.0	start_turn_completed
derpy_ic_control_contested	wh_main_effect_public_order_faction	faction_to_province_own	-2.0	start_turn_completed
derpy_ic_control_contested	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own	5.0	start_turn_completed
derpy_ic_control_lost	wh_main_effect_public_order_faction	faction_to_province_own	-8.0	start_turn_completed
derpy_ic_control_lost	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own	20.0	start_turn_completed
derpy_ic_control_lost	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	-15.0	start_turn_completed
derpy_ic_control_lost	wh_main_effect_province_growth_events	faction_to_province_own	-2.0	start_turn_completed
derpy_ic_gov_base	wh_main_effect_public_order_faction	faction_to_province_own	2.0	start_turn_completed
derpy_ic_gov_base	wh_main_effect_province_growth_events	faction_to_province_own	8.0	start_turn_completed
derpy_ic_gov_house_crown	wh_main_effect_public_order_faction	faction_to_province_own	4.0	start_turn_completed
derpy_ic_gov_house_temple	wh_main_effect_province_growth_events	faction_to_province_own	8.0	start_turn_completed
derpy_ic_gov_house_forge	wh3_dlc23_pooled_resource_chd_armaments_modifier	faction_to_region_own	6.0	start_turn_completed
derpy_ic_gov_house_chain	wh3_dlc23_effect_force_chd_campaign_post_battle_labour	faction_to_force_own	10.0	start_turn_completed
derpy_ic_gov_house_legion	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own	-6.0	start_turn_completed
derpy_ic_gov_house_ledger	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	6.0	start_turn_completed
derpy_ic_gov_house_tower	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	5.0	start_turn_completed
derpy_ic_gov_house_road	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	4.0	start_turn_completed
derpy_ic_gov_house_hearth	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	8.0	start_turn_completed
